short-term,long-term
0.8697507200577198,0.7319975799200797
0.8650631190476185,0.7270880525030528
0.8535603433788432,0.7738603042790543
0.9030084444444446,0.805529111111111
0.8430341208513711,0.7145707496392498
0.8445026089466087,0.7082770918248419
0.8255475039682538,0.7018090326617826
0.8500825357142858,0.6836171785714288
0.8637436550671551,0.7648339554334553
0.8657169819624818,0.7097582655122655
0.8614433510101009,0.7827887267454772
0.8476933830613825,0.7256530265012764
0.8091048311688301,0.8144641385281389
0.8382995854423353,0.7454039956709958
0.8694723152958157,0.8260449449994455
0.871573583333333,0.8436785000000004
0.8728550057720064,0.739803171189921
0.8874892539682534,0.7732434413919416
0.871546444444444,0.7686584652014656
0.8759857539682544,0.8007613263125763
0.861720547619047,0.7696097747252746
0.874944107142857,0.7911628492063494
0.8494607063492058,0.7225694444444444
0.8775204902042401,0.7289970265012768
0.8737279841269835,0.6885801150793657
0.8670687301587305,0.7612981031746032
0.8722251031746033,0.728579765873016
0.8193034523809521,0.7346361468253967
0.8207610634920631,0.6654368055555555
0.840056876984127,0.6552799087301585
0.8937626666666659,0.7595411666666663
0.839747545454545,0.7067259688089689
0.8503058195693197,0.7427664749139747
0.850241609251859,0.732787821067821
0.8409898214285715,0.7233119294871793
0.8376446962481958,0.7800980997613499
0.8208802542735038,0.7072012817460319
0.8743599862359859,0.7537573448773449
0.8348521327561326,0.7180254917027414
0.8344821525974021,0.7576588457930958
0.8944321486291481,0.7462975194805196
0.8470299145021639,0.7427034926184928
0.8645380717338216,0.7263594276556782
0.9359652142857137,0.8540569047619048
0.8058461129148625,0.7137738973803974
0.8955508098290592,0.7754018452380955
0.8241069920634919,0.7199522103174602
0.8551845140137635,0.7100664559884561
0.8479701406926405,0.6920573735708735
0.8769169566544557,0.8137293134920632
0.8532662976190482,0.74942080952381
0.8392856907814406,0.7537279435286933
0.8639431886169384,0.7316936782106781
0.880218345543345,0.6132489236874236
0.8483526727439226,0.7156264758297258
0.8507150536963037,0.7309722734487732
0.8187418571428579,0.6995693174603181
0.8501151349206348,0.757514757936508
0.8769742795815292,0.7681241901154406
0.8522013629148623,0.7739514401154396
0.8183238492063495,0.7317455952380957
0.8619220515873015,0.7480554166666664
0.8578939740259744,0.7759924648407147
0.8444343971306467,0.7608448293650792
0.8163884303751803,0.7128333805916308
0.817578857142857,0.8990375000000002
0.832672190781441,0.7430621697191695
0.8266332438672437,0.6983065124597627
0.8620953376068372,0.7799034117826618
0.8690013968253969,0.7295319841269837
0.8348817759185263,0.7352170988455989
0.8863612777777777,0.7211860238095242
0.8519582362359861,0.7896052566600066
0.856897196553446,0.7329237853535356
0.8592357463369961,0.7329986428571424
0.8711044264069262,0.6971301147186146
0.8725425692640693,0.7960023576978574
0.8773397701465211,0.802801177655678
0.8655606193528691,0.7200067728937729
0.8533234663947161,0.7332913598346095
0.8625231428571424,0.7344309007936508
0.8878447500000006,0.8187764294871799
0.9161860000000002,0.8085905714285712
0.8274393152958156,0.7316009877344881
0.8537459938672437,0.7254436385281386
0.8774330277777779,0.8330669047619054
0.8353240439560442,0.7159444523809523
0.8507829386169387,0.7502271138028641
0.8100774740259737,0.6406951473803976
0.856580103174603,0.7579526388888889
0.8289848095238095,0.6959891190476185
0.8467232362359861,0.7135304034854033
0.8368483653846153,0.663735575396826
0.8677249902042398,0.7573513796758795
0.8519834025974025,0.7926399599567102
0.8036687780830278,0.7015516309523813
0.8476188015873017,0.7249061984126988
0.8637151803751795,0.7316916663059163
0.8661651767121767,0.7397060145965151
0.8598406031746029,0.734669845238095
0.8331374804639803,0.7505339920634918
0.8473383492063494,0.7580355952380953
0.8758872518037516,0.7756294163059164
0.8914287579365083,0.8669714404761908
0.8614622679820179,0.6848265115440114
0.8476523867243873,0.7762048924963922
0.8874010000000001,0.8131261904761906
0.8926546111111109,0.7383507777777776
0.9111982063492066,0.8417835158730154
0.8816981590354085,0.7511158919413923
0.8553764703629703,0.752641232850483
0.8243625018037517,0.6908780472582976
0.82599474020424,0.7425185909090911
0.840042962121212,0.7485284480519477
0.860862525613276,0.7607335393217898
0.8618329682539689,0.7690793412698411
0.8619491706349204,0.701374651709402
0.7659152301587306,0.7906584365079365
0.8445590079365074,0.7334818174603177
0.8721526349206347,0.7561809801587303
0.8468891208513711,0.6754697575757573
0.8743599862359859,0.7537573448773449
0.8561332560772559,0.7319983647186149
0.8450498751248752,0.7320959987234988
0.8344829484126989,0.7680019722222218
0.8649712914862908,0.7050960512265515
0.8637806230158728,0.7453624691697195
0.868917,0.7983933809523808
0.8477280775058272,0.7122802139249639
0.8448500692640692,0.7297031305916303
0.8694433495115992,0.7812064951159945
0.8496685057720057,0.7534556861471863
0.8850109700577198,0.7327122456709961
0.8114799126984126,0.8081293293650795
0.8314425119047614,0.6853523174603174
0.8544054365079364,0.7452521318681318
0.8399052023809525,0.7380344682539683
0.9086248412698417,0.8338126706349207
0.8398502344322348,0.8031242014652017
0.8480142402042402,0.7134561186868686
0.8380258668831163,0.7059081116661119
0.8749180814740813,0.8043724431679432
0.8635875912698406,0.7207749056776556
0.8425712240259737,0.7101955124597623
0.8421135854423352,0.7047882139249638
0.8345234087301583,0.7798016626984121
0.8365889938672437,0.7292546901154402
0.83988456926407,0.603543261544012
0.8510782875180373,0.7014502575757579
0.8556814343434347,0.7914307615440117
0.8371787860195361,0.7709464951159951
0.8828263787878781,0.7279599718614723
0.8698184105339105,0.7854720551948056
0.8188800259185254,0.671962911421911
0.8372372222222221,0.7222710753968249
0.8343027243312242,0.7094037258297259
0.8547494029026527,0.7409234669774668
0.8513241388888892,0.7445788858363859
0.8627127777777772,0.7237162738095235
0.8487835357142859,0.6847335714285719
0.8515346746031744,0.7802846944444441
0.8482230000000004,0.892515000000001
0.8354948513153514,0.7415516058663563
0.8258282795815292,0.7278897188089688
0.8838202777777782,0.7875461587301588
0.8433121987179484,0.7310661340048842
0.8360281287878785,0.8169578924963931
0.8552420375180371,0.7181244569042071
0.8671436089466088,0.7393904718614719
0.8494988235375732,0.7536788448773447
0.8475013076645574,0.7240363241203239
0.8881833733211227,0.797552733211233
0.8512607441724935,0.740854090909091
0.8410224603174608,0.7660091269841273
0.8053527878232876,0.7018632417027417
0.8533631409978909,0.7378171583694083
0.8804748809523808,0.805763492979243
0.8459226251248753,0.7016350106282606
0.8727808733211233,0.7661148284493285
0.8458602163947162,0.7664759074536578
0.8470182322677323,0.7496331852314353
0.857985206349206,0.7392535476190477
0.8571629010989011,0.7038136736874234
0.8520662225274723,0.7618294682539684
0.8886873690476191,0.7922579880952385
0.8679062777777778,0.7265941556776556
0.8161314541847041,0.6707455988455991
0.8156112142857143,0.6854064047619048
0.8521802023809525,0.7247757023809522
0.8360286868131867,0.7305601706349211
0.8717114288766789,0.733848268925519
0.8427681309523812,0.7376403769841271
0.8567840414862913,0.6881548973803973
0.901235607142857,0.7931541507936509
0.8564881129148627,0.6944293924963924
0.8627516925851925,0.7607665503108005
0.8788017957597956,0.713898633644134
0.8439085436507936,0.7865873968253968
0.8564022026862027,0.7504901538461539
0.857712478299478,0.7084626663059165
0.8506344938672434,0.7357264926184927
0.8514666370296369,0.7214414163059163
0.864769992063492,0.766860107142857
0.869561617188367,0.7448262059884558
0.8695955158730156,0.8211683809523808
0.8666503830613829,0.7533503448773448
0.8714574462481961,0.7698788180153183
0.8376834941724941,0.7667799242424245
0.8039644685592187,0.7646476340048841
0.878807944444445,0.8162790158730165
0.8571055335497836,0.7529762456709953
0.8178260079365074,0.6438670753968254
0.8533647838550341,0.6460507884060382
0.8510655735375728,0.7329933558663558
0.8500922756132756,0.8293300670995675
0.9076152063492064,0.777981349206349
0.8791026666666665,0.7501617222222223
0.8462739462481963,0.7874860234487733
0.8845434444444443,0.838163531746032
0.8315077719502719,0.7036680542790547
0.8046588906926398,0.5820610005550008
0.8443184267121765,0.7462205155122658
0.84943952014652,0.7311620952380953
0.8582391190476188,0.7287388223443222
0.8241202518037518,0.7449132456709957
0.8682341727439221,0.7231233677711179
0.8511665717338214,0.7208584166666663
0.8485944368131867,0.690196451465201
0.869741734126984,0.8189206071428572
0.8739100576645578,0.8262589987234987
0.8350392820512819,0.7149414563492063
0.839642757936508,0.7589143659951162
0.871548305555555,0.685115834249084
0.8313409978354973,0.7154327337662332
0.8648620891053389,0.7665508647186146
0.8735638769841266,0.7642855714285717
0.7476999999999999,0.5806899999999995
0.8604369700577201,0.7320958457930956
0.8686689166666663,0.7202510714285715
0.8485698232323226,0.743648325951826
0.8689784526862023,0.7519342896825395
0.8761864938672436,0.7115107108724606
0.8601997182539682,0.7666323888888887
0.8419500775058275,0.7219324520202021
0.8222474761904762,0.7740288730158729
0.8871173373015873,0.785408380952381
0.8562717817460311,0.7276900317460319
0.8640554859307359,0.8310331186868686
0.8236377240259739,0.6969993051948054
0.8469395097402597,0.7295651544011544
0.81223900030525,0.7561631825396826
0.8516465256132756,0.7484498686868689
0.8615809660894662,0.7316601226551225
0.8162461449661444,0.6842654678932178
0.8502110223110226,0.7558197216672212
0.8348424844322345,0.8004838998778999
0.8623473769841266,0.7155653849206352
0.7853412023809528,0.7772679642857141
0.810589413003663,0.8100293086080587
0.8662974700577197,0.7236268012265511
0.8615809660894662,0.7316601226551225
0.7750520454545458,0.6193240909090911
0.8499608986291486,0.7590593696026195
0.8046234761904764,0.6963021031746035
0.8602626230158728,0.714641813492064
0.8513755079365072,0.5827864682539675
0.8684871352258852,0.7425361944444445
0.884978948412698,0.7656549047619048
0.8564812066544563,0.7504120714285714
0.8669963156010652,0.7129424947552448
0.8597274566544567,0.7477742222222222
0.8451416806804302,0.7170549202741701
0.8867461190476191,0.7310024722222219
0.8781419246031742,0.7792008095238091
0.8471181746031747,0.7905147380952381
0.827133083333333,0.6201725396825399
0.8519927121212121,0.817153971861472
0.8309192741147746,0.8245772530525031
0.8521781431623922,0.7461812341269846
0.8783667499999995,0.725840166666667
0.8830708809523804,0.7768349999999997
0.8573814025974024,0.7450470869408369
0.8558094068709063,0.7222089153901652
0.9081100000000003,0.8544066666666664
0.8482537676767676,0.7096117377344875
0.8430158787878789,0.7243264718614723
0.8475657518037516,0.7129889202741703
0.8328619902042401,0.7385419282106781
0.8531932182539683,0.7579230842490842
0.8500249187756685,0.7316477496392495
0.8752263373015873,0.8377301388888891
0.8775361428571431,0.7476464246031747
0.877713849206349,0.7732109126984126
0.8470782857142857,0.7997791309523808
0.876101952380952,0.7493597390109893
0.8519180891053391,0.7118864410311911
0.8554654761904762,0.7906623531746031
0.8592357579365081,0.7675773183760686
0.8590901290931292,0.7828044431679428
0.8190221886169387,0.6915920542790545
0.8599063748196245,0.8108042417027415
0.8842116666666666,0.8110808571428572
0.8645236388888898,0.5550377222222228
0.8245340439560439,0.7127747609890112
0.8797153430735932,0.7781090670995673
0.8369433751248746,0.7128867249139748
0.8566978076645578,0.7150810899933401
0.859955890997891,0.7491313131313133
0.8601306406926403,0.7287066861471864
0.8575479166666665,0.8171026388888891
0.8808335238095235,0.7907880595238096
0.8082332264957263,0.6551578205128208
0.8396067182539683,0.7450324532967032
0.8237828513153511,0.7148732407869908
0.8949688748196252,0.7773208686868691
0.8865944682539678,0.8388828531746032
0.8842959523809522,0.7797704047619048
0.850377952380952,0.7681048809523809
0.8468827304639805,0.7308709325396824
0.8332809145021643,0.8057004401154402
0.8608088629148627,0.7561943766233771
0.8209567142857139,0.785885258852259
0.880224722222222,0.8301832857142855
0.8619297759185259,0.7430733528138532
0.7760437398989892,0.6970162655122651
0.8423205695693192,0.7012028399933399
0.8511219624264625,0.7393427844377842
0.8501418152958151,0.7443146464646466
0.8722093809523804,0.759382346153846
0.8699679126984128,0.794190976190476
0.8519127899877901,0.7718166260683756
0.8465455298867799,0.7157637377344876
0.8504044563492065,0.763377246031746
0.8512491965534466,0.7165574996392494
0.8533592063492058,0.8006794642857145
0.8590469978354974,0.7543743735708738
0.8587391272893775,0.7333636865079363
0.8635004166666667,0.7067380000000004
0.9132407142857146,0.8947696666666668
0.8725801565656565,0.742073881507382
0.8388218192640688,0.7021842981740483
0.8845942976190472,0.7907458373015877
0.8591205952380954,0.7872669246031745
0.8557377658730155,0.7287345714285715
0.8295487380952384,0.6660174493284498
0.8225118156010655,0.7175668558663562
0.8200924184704185,0.7633744877344877
0.8550320772005772,0.7104789807137307
0.8551373513153512,0.6939583131313134
0.8557949166666664,0.7673482103174608
0.852699513708513,0.6833579401154402
0.8859622304639803,0.7434462768620272
0.8498607835497838,0.7557080155122652
0.8552016211566208,0.7264176623376621
0.8593130836385832,0.8013481260683762
0.8586767679820178,0.753561883644134
0.8291552341269839,0.734497265873016
0.8373855335497836,0.7222153259518258
0.894234492063492,0.8673309047619049
0.858569778083028,0.7545482689255191
0.8545213492063489,0.8300267936507933
0.8656689029026525,0.7895551305916306
0.8757124963369961,0.7622123086080586
0.8700541269841271,0.7588545753968251
0.8514422084582083,0.726303321067821
0.7868624169719167,0.7059383086080585
0.8663068174603171,0.7777652698412697
0.8556827917915416,0.7525164312631812
0.880668763708513,0.6842700997613501
0.8338960656010653,0.7784886376123877
0.8494781608391606,0.7084532139249639
0.8338713098290599,0.6556886419413921
0.8592984267121763,0.7184271702741702
0.8334263333333335,0.7646479047619047
0.8960407738095236,0.8411886269841276
0.8601612402042406,0.7369181852314352
0.8627177380952382,0.7955026190476187
0.7926064880952388,0.7118937738095237
0.8411851092518592,0.7023321663059163
0.8900236034798532,0.7608802213064716
0.8151890775058277,0.7527189749139748
0.8522517914862915,0.7459378845598847
0.8824322539682541,0.7429654682539681
0.8408968614163612,0.6803889951159948
0.8439527701465199,0.7140511468253969
0.8945591666666672,0.8728056666666671
0.8746281565656563,0.7700711424963924
0.8614504920634921,0.7369434007936511
0.8619480158730152,0.7635483501221003
0.8248572106227112,0.7161095824175819
0.8701946764069262,0.777637437062937
0.88239887085137,0.744297471861472
0.8487835357142859,0.6847335714285719
0.8671168931623928,0.6164673165445664
0.8873918906926406,0.7579510512265513
0.8662796947496944,0.7165449117826622
0.870131477994228,0.7929893567821066
0.8178260079365074,0.6438670753968254
0.8469757957597956,0.8006803399933402
0.8752435652958153,0.7455457139249644
0.7419900000000003,0.6579999999999998
0.8489716352258851,0.7407638293650795
0.8415912860195359,0.734183142857143
